1V,1V_timestamp,1V5,1V5_timestamp,1V8,1V8_timestamp,5V,5V_timestamp,3V3,3V3_timestamp
1482.0,2023-07-11 15:47:12.763693,408.0,2023-07-11 15:47:12.779342,426.0,2023-07-11 15:47:12.795495,162.0,2023-07-11 15:47:12.827302,506.0,2023-07-11 15:47:12.843448
1492.0,2023-07-11 15:47:12.907271,408.0,2023-07-11 15:47:12.923491,426.0,2023-07-11 15:47:12.955272,162.0,2023-07-11 15:47:12.971339,506.0,2023-07-11 15:47:12.987335
1400.0,2023-07-11 15:47:13.051221,410.0,2023-07-11 15:47:13.083315,424.0,2023-07-11 15:47:13.099253,164.0,2023-07-11 15:47:13.115336,506.0,2023-07-11 15:47:13.131274
1412.0,2023-07-11 15:47:13.211403,408.0,2023-07-11 15:47:13.227253,426.0,2023-07-11 15:47:13.243236,164.0,2023-07-11 15:47:13.259020,506.0,2023-07-11 15:47:13.274961
1424.0,2023-07-11 15:47:13.356458,408.0,2023-07-11 15:47:13.370941,426.0,2023-07-11 15:47:13.386872,164.0,2023-07-11 15:47:13.402859,506.0,2023-07-11 15:47:13.419012
1436.0,2023-07-11 15:47:13.498962,408.0,2023-07-11 15:47:13.515056,426.0,2023-07-11 15:47:13.530991,164.0,2023-07-11 15:47:13.547209,506.0,2023-07-11 15:47:13.562982
1434.0,2023-07-11 15:47:13.642872,408.0,2023-07-11 15:47:13.658726,424.0,2023-07-11 15:47:13.675014,164.0,2023-07-11 15:47:13.691011,506.0,2023-07-11 15:47:13.723022
1442.0,2023-07-11 15:47:13.786813,408.0,2023-07-11 15:47:13.802795,426.0,2023-07-11 15:47:13.818635,164.0,2023-07-11 15:47:13.834991,506.0,2023-07-11 15:47:13.866946
1446.0,2023-07-11 15:47:13.930460,408.0,2023-07-11 15:47:13.946560,424.0,2023-07-11 15:47:13.978483,164.0,2023-07-11 15:47:13.994740,506.0,2023-07-11 15:47:14.010914
1452.0,2023-07-11 15:47:14.074501,410.0,2023-07-11 15:47:14.090456,426.0,2023-07-11 15:47:14.122520,164.0,2023-07-11 15:47:14.138417,506.0,2023-07-11 15:47:14.154569
1464.0,2023-07-11 15:47:14.218338,408.0,2023-07-11 15:47:14.250319,426.0,2023-07-11 15:47:14.266292,164.0,2023-07-11 15:47:14.282260,506.0,2023-07-11 15:47:14.298431
1470.0,2023-07-11 15:47:14.378164,408.0,2023-07-11 15:47:14.394085,424.0,2023-07-11 15:47:14.410226,162.0,2023-07-11 15:47:14.426304,506.0,2023-07-11 15:47:14.442138
1482.0,2023-07-11 15:47:14.522118,408.0,2023-07-11 15:47:14.537961,426.0,2023-07-11 15:47:14.553999,164.0,2023-07-11 15:47:14.570082,506.0,2023-07-11 15:47:14.586260
1488.0,2023-07-11 15:47:14.666375,410.0,2023-07-11 15:47:14.682103,426.0,2023-07-11 15:47:14.698028,164.0,2023-07-11 15:47:14.713995,506.0,2023-07-11 15:47:14.730019
1494.0,2023-07-11 15:47:14.810290,408.0,2023-07-11 15:47:14.826234,424.0,2023-07-11 15:47:14.842007,162.0,2023-07-11 15:47:14.857868,506.0,2023-07-11 15:47:14.889757
1402.0,2023-07-11 15:47:14.954266,410.0,2023-07-11 15:47:14.969924,426.0,2023-07-11 15:47:14.985982,164.0,2023-07-11 15:47:15.017636,506.0,2023-07-11 15:47:15.033709
