1V,1V_timestamp,1V5,1V5_timestamp,1V8,1V8_timestamp,5V,5V_timestamp,3V3,3V3_timestamp
2872.0,2023-07-11 16:36:31.064203,406.0,2023-07-11 16:36:31.080230,428.0,2023-07-11 16:36:31.112206,140.0,2023-07-11 16:36:31.128359,540.0,2023-07-11 16:36:31.144132
2944.0,2023-07-11 16:36:31.208244,406.0,2023-07-11 16:36:31.224167,430.0,2023-07-11 16:36:31.240313,130.0,2023-07-11 16:36:31.256229,540.0,2023-07-11 16:36:31.288004
2016.0,2023-07-11 16:36:31.351951,406.0,2023-07-11 16:36:31.367985,430.0,2023-07-11 16:36:31.384087,162.0,2023-07-11 16:36:31.400070,540.0,2023-07-11 16:36:31.416053
2054.0,2023-07-11 16:36:31.480071,404.0,2023-07-11 16:36:31.496058,430.0,2023-07-11 16:36:31.527854,156.0,2023-07-11 16:36:31.543914,540.0,2023-07-11 16:36:31.559926
2144.0,2023-07-11 16:36:31.624027,406.0,2023-07-11 16:36:31.640024,430.0,2023-07-11 16:36:31.656238,148.0,2023-07-11 16:36:31.672223,540.0,2023-07-11 16:36:31.704203
2228.0,2023-07-11 16:36:31.767881,404.0,2023-07-11 16:36:31.783999,430.0,2023-07-11 16:36:31.799738,156.0,2023-07-11 16:36:31.815771,540.0,2023-07-11 16:36:31.831815
2270.0,2023-07-11 16:36:31.896163,406.0,2023-07-11 16:36:31.912152,428.0,2023-07-11 16:36:31.943615,170.0,2023-07-11 16:36:31.959637,540.0,2023-07-11 16:36:31.975718
2390.0,2023-07-11 16:36:32.039870,406.0,2023-07-11 16:36:32.055843,430.0,2023-07-11 16:36:32.072001,164.0,2023-07-11 16:36:32.088075,540.0,2023-07-11 16:36:32.119438
2424.0,2023-07-11 16:36:32.183487,404.0,2023-07-11 16:36:32.199393,430.0,2023-07-11 16:36:32.215748,172.0,2023-07-11 16:36:32.231657,540.0,2023-07-11 16:36:32.247678
2514.0,2023-07-11 16:36:32.311455,404.0,2023-07-11 16:36:32.327495,428.0,2023-07-11 16:36:32.359300,158.0,2023-07-11 16:36:32.375480,540.0,2023-07-11 16:36:32.391646
2598.0,2023-07-11 16:36:32.455298,406.0,2023-07-11 16:36:32.471161,430.0,2023-07-11 16:36:32.487132,166.0,2023-07-11 16:36:32.503260,540.0,2023-07-11 16:36:32.535136
2670.0,2023-07-11 16:36:32.599347,406.0,2023-07-11 16:36:32.615280,428.0,2023-07-11 16:36:32.631325,158.0,2023-07-11 16:36:32.647126,540.0,2023-07-11 16:36:32.663074
2758.0,2023-07-11 16:36:32.727222,406.0,2023-07-11 16:36:32.743261,428.0,2023-07-11 16:36:32.775240,162.0,2023-07-11 16:36:32.791250,540.0,2023-07-11 16:36:32.807011
2822.0,2023-07-11 16:36:32.870971,406.0,2023-07-11 16:36:32.887042,430.0,2023-07-11 16:36:32.903044,160.0,2023-07-11 16:36:32.919296,540.0,2023-07-11 16:36:32.951132
2888.0,2023-07-11 16:36:33.014702,404.0,2023-07-11 16:36:33.030769,430.0,2023-07-11 16:36:33.046832,166.0,2023-07-11 16:36:33.063185,540.0,2023-07-11 16:36:33.078918
2958.0,2023-07-11 16:36:33.142810,404.0,2023-07-11 16:36:33.158804,430.0,2023-07-11 16:36:33.190703,160.0,2023-07-11 16:36:33.206780,540.0,2023-07-11 16:36:33.222915
2018.0,2023-07-11 16:36:33.287109,404.0,2023-07-11 16:36:33.302763,430.0,2023-07-11 16:36:33.318703,152.0,2023-07-11 16:36:33.334672,540.0,2023-07-11 16:36:33.366613
2086.0,2023-07-11 16:36:33.431511,406.0,2023-07-11 16:36:33.446770,430.0,2023-07-11 16:36:33.462777,156.0,2023-07-11 16:36:33.478717,540.0,2023-07-11 16:36:33.494593
2156.0,2023-07-11 16:36:33.558716,406.0,2023-07-11 16:36:33.574641,430.0,2023-07-11 16:36:33.606464,164.0,2023-07-11 16:36:33.622373,540.0,2023-07-11 16:36:33.638441
2222.0,2023-07-11 16:36:33.702368,404.0,2023-07-11 16:36:33.718544,430.0,2023-07-11 16:36:33.734745,170.0,2023-07-11 16:36:33.750652,540.0,2023-07-11 16:36:33.782446
