,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
0,1.3055662997919164,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.6007114126918778,-0.18895846148923706,1.117494445420718,-0.8920343886445627,-0.23451322744798034,1.5309264503771058,0.8065754620235293,-3.8085140380017544,1.9339685533633522,-1.5055275834619397
1,-0.5763844150554902,-0.4877223437372968,-0.6167264184370332,-0.2725974927641821,-0.9216591766267686,-0.7103827940918747,-1.2543956145020752,0.7028896180656575,-0.9408447339282071,-1.0407830247718126,-0.25685777996467096,0.44105192777118113,0.20983125955166618,-0.27566422135680557
2,-0.5056835701743754,-0.4877223437372968,-0.07978010435486786,3.6683834026265645,-0.5674907034690135,-1.2546016330377958,0.7121039404264174,-0.01563210663205436,-0.23451322744798034,-0.7794545792601442,0.06679581542304336,0.4228510930965773,1.5877393569637697,-0.35185044732792
3,-0.4830760489187718,-0.4877223437372968,-0.07978010435486786,3.6683834026265645,-0.5674907034690135,-1.3400810318251128,1.117494445420718,0.08948811225224237,-0.23451322744798034,-0.7794545792601442,0.06679581542304336,0.44105192777118113,1.4629847072489404,-0.27566422135680557
4,-0.624194814587197,-0.4877223437372968,-0.9844179161237335,-0.2725974927641821,-0.9734887092840011,-0.5508212496888819,-0.5787447728449077,2.1611573402262927,-0.9408447339282071,-0.3340083653198003,0.1592682712481039,0.08701280027541781,0.0023740892393656764,-0.5804091252412636
5,-0.6115575383972635,-0.4877223437372968,0.2470567824777546,-0.2725974927641821,-1.0166799864983616,0.0019455291357712919,-0.838336938323714,0.40364739497502644,0.47181827903224643,-0.060801354103056135,0.1130320433355728,0.29116915066164023,-0.5204740494531213,-0.12329176941457673
6,-0.6011572487090107,-0.4877223437372968,-0.6167264184370332,-0.2725974927641821,-0.9216591766267686,-0.30720496314502654,-1.0161397913913897,1.013494836245211,-0.9408447339282071,-1.0407830247718126,-0.25685777996467096,0.35870959740595404,-0.4349680535811595,-0.1450592625491808
7,-0.35104857746459733,0.3706689812403456,-1.04569983240485,-0.2725974927641821,0.7973536565047749,1.0390955677552247,0.5698616579722768,-0.7825591892636309,0.47181827903224643,-0.8566652563431371,-2.5224329476786616,0.30037921158131914,0.29954246833536347,0.8888966613445161
8,-0.6240099708459114,1.229060306217988,-1.4425731949873204,-0.2725974927641821,-1.0857860300413382,0.29257548501265174,-0.8596732806918351,2.550853008804507,-2.3535077468886607,-0.43497617381294496,0.5753943224608771,0.44105192777118113,-0.935388390077722,0.039964429094954346
9,-0.5826653299379497,0.5852668124847562,-0.8764450160093851,-0.2725974927641821,-0.8784678994124081,-0.4539445977299213,0.8827946793713864,1.5629231802804686,2.590812798472927,-0.7378795992923788,0.5753943224608771,0.23470270573741617,0.250481651031779,-0.7110140840488884
10,-0.4486649344696452,-0.4877223437372968,-0.7203220388170163,-0.2725974927641821,-0.4379168718259323,3.4766830898402286,0.5129647449906208,-0.40137325269033564,2.590812798472927,-0.6012760936840066,-0.48803891952732315,0.2776829900292526,-1.1246229711058342,2.989459748833816
11,-0.6158655292655931,1.4436581374623987,-1.1230317743786404,-0.2725974927641821,-1.0166799864983616,1.2827118542990787,-1.0552564190662783,0.43573409035828076,0.47181827903224643,-0.060801354103056135,-1.5052359336029923,0.44105192777118113,-1.0180909106751932,1.346014017171203
12,-0.6440221350810151,3.375038618662094,-1.1916091568836995,-0.2725974927641821,-1.3362954378846281,1.1445201595929162,-1.698902747171264,1.807603004045441,-2.3535077468886607,-0.7319403164398408,-1.4589997056904611,0.4171496268129666,-0.6732634519128561,1.0521528598540475
13,-0.4435458945324095,0.3706689812403456,-1.04569983240485,-0.2725974927641821,0.17539926461798475,1.6887389985388372,-0.568076601660847,-0.4125860760379941,0.47181827903224643,-0.8566652563431371,-2.5224329476786616,0.3686871634022735,-1.3306784037808892,2.2820162219591813
14,0.2766015491950191,-0.4877223437372968,1.2319447227099871,-0.2725974927641821,0.4345469279041473,0.16720570012458594,0.9468037064757495,-0.7176849970378932,0.47181827903224643,-0.031104939840366545,-1.7364170731656445,-0.2920250640023322,-0.18686049178874614,-0.02533805030885785
15,-0.6417776039368329,3.375038618662094,-1.4484095679664741,3.6683834026265645,-1.327657182441756,2.334108459383085,-1.5566604647171236,1.0956387787162254,-2.3535077468886607,-1.2486579246106397,-2.245015580203479,0.42592111340313676,-1.3306784037808892,2.989459748833816
16,-0.5737324732162296,-0.4877223437372968,-0.04768005296952092,-0.2725974927641821,-1.2239981171272916,-0.05646539336889494,-2.218087078128877,0.7964466128726819,-0.23451322744798034,-0.6131546593890824,0.34421318289822495,0.22472513974109737,-0.7167173186674595,0.0943831619314647
17,-0.6341990105441235,3.5896364499065045,-1.2339228609825659,-0.2725974927641821,-1.1972195252543876,2.2343824941312143,-1.2579516715634285,0.7116996935531038,-0.23451322744798034,-1.0942365704446537,-1.7364170731656445,0.3958787718318021,-1.2395654573599464,2.826203550324285
18,1.0659182753757677,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.8598590759780402,0.16150707353876415,0.6907675980582966,-0.58968861623449,-0.23451322744798034,1.5309264503771058,0.8065754620235293,0.19610816474066542,-0.6816738777363276,0.268523107008298
19,3.09340137175495,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.1947134068768899,-0.6163554554258244,0.32804977780023814,-1.099171277093715,-0.23451322744798034,1.5309264503771058,0.8065754620235293,-0.20299447511209986,2.4273802016736883,-1.7667375010771893
20,-0.6370169345184161,2.7312451249288623,-1.1945273433732766,-0.2725974927641821,-1.0944242854842103,0.44216443289045676,-1.663342176557729,0.8534117600585529,-0.9408447339282071,-0.9279366505735921,-0.07191286831454827,0.42712719280928535,-1.1680768378604374,0.8997804079118182
21,3.096532398393052,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.6007114126918778,-0.04791745349016287,0.9965885053346984,-0.7499719214094989,-0.23451322744798034,1.5309264503771058,0.8065754620235293,0.3491706057391434,0.5308291784808339,-1.081061467337159
22,1.9221899314356596,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.2551811949769944,-1.4355330271376174,1.0499293612550011,-1.136363811679921,-0.23451322744798034,1.5309264503771058,0.8065754620235293,0.44105192777118113,2.545126163202291,-1.6687837819714708
23,-0.6425320681869783,1.0144624749735773,-1.4031776773780311,-0.2725974927641821,-0.9734887092840011,1.3624926265005752,-0.685426484685513,1.6727487803910144,-2.3535077468886607,-0.7378795992923788,-1.3665272498654006,0.41736891397772063,-1.0040735343027405,1.106571592690558
24,-0.6256018904137179,0.04877223437372969,-0.7392902509992666,-0.2725974927641821,-1.2585511388987798,-0.5793143826179871,-1.6775664048031431,1.4024897033641965,-0.23451322744798034,-0.37558334528756576,0.20550449916063335,0.4334865205871589,-0.6382200109817242,-0.057989290010764145
25,-0.5820617585378335,-0.4877223437372968,-0.21109849638583228,-0.2725974927641821,0.2617818190467056,-0.8229306691618424,-0.5182918028018978,-0.6580167585092831,1.1781497855124732,-0.10237633407082156,0.34421318289822495,0.44105192777118113,-0.09014059481882238,-0.07975678314536822
26,2.4712324278726387,-0.4877223437372968,1.0159989224812906,3.6683834026265645,0.9787570208050886,-0.5835883525573531,0.7476645110399526,-1.2847835492951305,-0.23451322744798034,1.5309264503771058,0.8065754620235293,-0.09642091304152653,-0.5288844752765928,2.989459748833816
27,-0.49578499921246916,-0.4877223437372968,-0.1804575382452738,-0.2725974927641821,-0.09238665411104892,0.13871256719547945,-0.04889227070323404,-0.08195795902333675,-0.23451322744798034,-0.6190939422416204,-0.025676640402018818,0.4225221623494456,-0.3214273049642925,0.061731922229558804
28,-0.6139680516764777,0.4135885474892277,-0.8020312605251719,-0.2725974927641821,-0.9994034756126173,-0.4582185676692873,-0.8134445388942393,1.5610210048911337,-0.23451322744798034,-0.9813901962464333,-0.7654562870025047,0.4263596877326455,0.11170962494449689,-0.3083154610587119
29,-0.5803566693325052,-0.4877223437372968,-0.21109849638583228,-0.2725974927641821,0.2617818190467056,-1.0195332863726725,0.17513932416203717,-0.6489063395393105,1.1781497855124732,-0.10237633407082156,0.34421318289822495,0.4286622029625651,0.342996335089967,-0.5477578855393573
30,-0.6124855294249422,0.9715429087246953,-0.7363720645096897,-0.2725974927641821,-1.0512330082698498,0.2996987682449281,-1.7842481166437485,0.898763625920064,1.8844812919927,-0.4706118709281724,-1.0891098823902174,0.29533560679197124,-0.5583209656587436,0.4208955589505269
31,-0.6054463779710866,-0.4877223437372968,2.4225648104573976,-0.2725974927641821,0.4690999496756356,-0.4297254347401821,0.5307450302973884,-0.7940723560938157,-0.23451322744798034,1.798194178741312,0.7603392341109998,0.44105192777118113,0.09769224857204421,-0.26478047478950334
32,-0.5223987256363443,-0.4877223437372968,-0.7203220388170163,-0.2725974927641821,-0.41200210549731603,2.7956972128345994,0.06490155526007847,-0.02218960600055102,2.590812798472927,-0.6012760936840066,-0.48803891952732315,0.24424169740422683,-1.2199411304385126,2.8044360571896805
33,-0.5873241466825969,-0.4877223437372968,-0.6167264184370332,-0.2725974927641821,-0.9216591766267686,-0.1049037193483746,-2.2074189069448162,1.013494836245211,-0.9408447339282071,-1.0407830247718126,-0.25685777996467096,0.4142988936711606,-0.7307346950399122,0.23587186730639173
34,-0.6225878057343875,-0.4877223437372968,-1.2660229123679125,-0.2725974927641821,-0.5761289589118856,2.109012709243148,0.5236329161746813,-0.47816106972296,-0.9408447339282071,-1.2783543388733292,-0.3030940078772004,0.4263596877326455,-0.7139138433929689,1.8793175989690043
35,1.3492686414815822,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.2551811949769944,-0.33284878278122154,0.49518445968385333,-0.7650892100300023,-0.23451322744798034,1.5309264503771058,0.8065754620235293,0.23799201320873029,0.8560323103217373,0.07261566879686064
36,0.7471684466531361,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.410669792948692,-1.8828752141245793,0.8116735381443162,-0.9730770716796467,-0.23451322744798034,1.5309264503771058,0.8065754620235293,-0.4456357229126966,0.18880519499298704,-0.06887303657806637
37,-0.6214561093591696,-0.4877223437372968,-1.2660229123679125,-0.2725974927641821,-0.5761289589118856,-0.2003557146608794,-0.22669512377090967,-0.5497929903055451,-0.9408447339282071,-1.2783543388733292,-0.3030940078772004,0.44105192777118113,-0.4489854299536124,1.4875027225461304
38,2.7412212321083804,-0.4877223437372968,1.0159989224812906,3.6683834026265645,1.8598590759780402,-0.10347906270192009,1.0250369618255268,-0.7879153147020213,-0.23451322744798034,1.5309264503771058,0.8065754620235293,0.23086518035421685,0.6934307444012856,-0.515106645837451
39,1.5058690135629886,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,-0.19604571942551394,0.6629862130910273,0.22492412302098655,-0.18247291117555958,-0.23451322744798034,1.5309264503771058,0.8065754620235293,0.3990584357207392,-0.688682565922554,0.127034401633371
40,-0.556515599027914,-0.4877223437372968,-0.5481490359319741,-0.2725974927641821,-0.5329376816975252,-0.28725977009465214,-0.8845656801213095,0.8608202326275416,0.47181827903224643,-0.720061750734765,0.5291580945483476,0.44105192777118113,0.019194940886308846,-0.036221796876160076
41,0.7401028889505253,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.8598590759780402,-1.3144372121889178,0.9823642770892846,-0.7972259626603445,-0.23451322744798034,1.5309264503771058,0.8065754620235293,0.26441611656161973,-0.34525684479746216,-0.18859424881838893
42,0.11086838736560392,-0.4877223437372968,1.2319447227099871,-0.2725974927641821,0.4345469279041473,2.342656399261817,0.9823642770892846,-0.8261089942299823,0.47181827903224643,-0.031104939840366545,-1.7364170731656445,0.13843564041029335,-1.2549845713696444,2.989459748833816
43,-0.5789382765422321,-0.4877223437372968,-0.5481490359319741,-0.2725974927641821,-0.5329376816975252,0.13016462731674863,-0.5076236316178374,0.4225690343741998,0.47181827903224643,-0.720061750734765,0.5291580945483476,0.44105192777118113,-0.8106337403628927,0.061731922229558804
