Unnamed: 0,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
4319,-1.738136681158111,-1.5765858298974735,-0.7038278815569762,0.6699135978055203,-1.621034916811426,1.4523181061743975,-1.0066938226229658,-1.0630935213951571,-0.7635109445170951
426,-0.4259188242257689,-0.6734184732272265,-0.3445054293849607,0.3449544357681768,-1.4864685127278234,-1.5857647030265367,-0.4878848511187132,-0.0569388975067506,1.194580484002628
751,1.545030631106748,-0.5217587787140022,-0.0957959868763336,0.1558447705778767,0.7251816026971785,-1.5893234445730748,-0.0132048775829641,-0.5034963440339197,0.6002110616021741
6126,0.868814927512251,-0.8303906796303633,0.6991817951619029,1.321833285905741,1.4908987100364348,-1.078461364887669,1.0544958456258264,0.0940932323827173,-0.5703582813048886
5100,1.5777239175739184,0.3308842372075783,-1.491602744445668,1.520378264342227,-0.9239170610762536,-1.09591298533138,-1.238766270234722,-1.658759166380408,-0.1681980554050179
4084,-1.6250957139315183,-1.1440939897800562,0.8322452709832929,0.389689513390595,1.313995456235045,0.9289599793828572,1.3156529687209062,1.0043292791712315,-1.140408804984637
506,-0.3423417015287534,-0.1159517466554947,-0.6052908543211286,-1.2881170578724717,-0.646941229616861,1.1919734613521005,0.2033020690071237,-0.7370489813340503,0.6038500607756688
522,-1.3645512870270908,-0.5869837920700093,0.5730043931196606,0.7742282288961603,-1.674373619747716,-0.0228069417388746,-1.1565141616229515,1.0798766146998058,0.789554955503988
371,1.27410460781877,0.4368102388575611,-0.3130049581156786,-1.5664374391408242,-0.5217684212383688,0.5462537479075334,0.1717791222360933,-0.8517931231628018,0.3087361089647987
761,-0.5978688136642695,-0.4464463026590844,-0.8702347956395529,0.5637399622441469,0.8883899107908084,-1.1744915492906771,-1.1052501679290745,0.4488660216716086,0.4052367173992267
1626,1.6279262425731171,0.4568467082759593,1.550964139146768,0.9695489969750548,-0.679322982970823,0.4718880514949615,-1.6158216273955557,-0.6356109047519655,-1.3074469135834783
759,-0.0058464310308954,1.4570625545162754,0.2474495109756286,1.3672854664199467,1.2987140324200157,1.10776210313867,0.0379068002820156,1.1198555691317815,-0.1609512795882334
6587,-0.8874625904629251,1.531866389828261,-1.2829912445329588,1.6065757513716383,-1.165298583044417,-1.4083390209554187,0.8947159727739944,-1.5266100598483965,-0.940491019957446
4471,0.3822116427544308,0.6716466003422145,-0.5172394697099231,0.4990015765559524,-1.4709345580772433,-1.2610381331635303,1.2936808027639188,0.2015346926565494,-1.815870763756884
1452,1.1234070063277364,-0.2519387922770169,-0.224264673024662,-0.6126993014637204,0.7737444623211218,0.8769257858734584,0.6026048900386608,-1.1714719182250588,-0.4860110142996309
4617,-1.216743565475558,1.5705044938528971,1.53869693659797,-0.0646073725523535,-0.980860547955875,-1.4137052764402651,0.9119045090640342,0.0687112121027127,-0.0065806408867721
1242,-1.3640363738162091,-0.041814120781749,-1.4641543069719882,0.9442761054044072,-0.3902976261518145,-1.0800323667331655,-0.7207208840990209,1.550813715399998,1.6692228843054349
1871,0.6102403669107791,-0.580454440596816,0.4072699924563277,1.077551519063849,1.709803796665479,0.4161215486702002,-0.3544416544459279,-0.2988349890257914,0.2086257511391218
6924,0.4403062532986707,-0.6328671229996269,1.1015356802749925,-0.7620201272757926,-1.14821768404401,1.1565011371958909,0.518947534147881,0.5621899994363114,-0.938345997988653
339,-0.8577684993799611,-0.1299610933929785,-0.7346769782710525,0.1848458809393117,-1.4461650324758517,-0.8586869978828334,-0.8994220442313356,-1.076814048113408,0.5278422443319862
2751,-0.4568672412379578,-0.697588365589063,-0.4008812143438295,-0.8162643337979292,1.4715560610634768,-1.583709594939766,-1.7016288749801236,0.5748580597877289,-0.0229587358835611
458,-0.0609283395278034,1.4236582884126336,0.1481229738135871,0.3954208200921503,-0.3061203979279138,-0.0127119698230319,0.6156176440778379,-1.4403317239127982,-0.5834268260374164
2470,0.0520784593003608,-1.444198018513905,0.5612741110560225,0.5040400259773966,-0.2188311296613328,-0.963600402595582,-1.2073005420733185,1.135032328834222,-0.2524953967119165
3870,-1.2552027968074866,1.1471004289861324,0.8499184604512052,1.720838646101196,1.5479040724845394,0.5887578553865461,0.1569045372997985,0.5796615062202115,-0.3598935407494593
3771,-1.0770825909794188,0.2340694732228365,1.1757749488874942,0.7751828609295013,-0.5714153659649526,-1.613707142690684,0.9707061888768598,-0.2339476639120908,-0.3655429218435119
734,-0.5995794550399611,0.2793451775346404,0.4518900376754874,-0.7071107123683289,1.6181966370751428,0.4068807130527941,0.2441433054538678,-0.472990613344563,0.3048028668456545
5671,-0.3633247740625528,0.9828131298212393,-1.0404448289527464,0.7040745079870269,1.0364890784425007,-1.610432460950033,0.7581919194903235,1.1039886657401057,1.2224781751466018
94,0.1706713259818282,-1.0362100135792989,-1.6625089058649796,-0.8958227606489666,0.0676043745672148,-1.2799597576273831,-0.5264634405827268,0.6896696818422277,0.6405033764257482
2833,1.385397588923168,-1.3364953296792028,-0.8082071734436815,1.4688115185125257,1.2864712492921455,1.6611350249515318,-1.505118513293687,1.2028380357489814,1.7374636505954792
1746,-0.6461281066441791,-0.9848788652889708,-0.4215584095881224,-1.088753100487793,0.2071343659577163,0.7778720837894687,-0.3330575704756096,-1.677627030416624,1.0384544789918329
2664,0.2974277288291991,0.4627545331760295,0.9528928616575671,1.207227059968628,0.2650053136841998,0.6582073569913012,1.6264606086624462,-1.505330059185244,-0.7544517444499943
4299,0.973784334516968,0.369507187729459,-0.5124530602312006,-0.6563281007614142,-0.4369291542060716,-0.7444497625924317,1.3154737826811516,1.6160574032106123,-0.1490452145282924
592,1.7090867987706235,-1.512428716938805,-0.6391368291063794,-1.351990564777891,-1.510721508008814,1.313512073965349,-1.3251406471316172,-0.2099402657178064,-0.2284877369192812
169,-0.9028917951786202,-1.5657458615573316,1.0672835595211287,0.7211049926496772,1.043093840491793,-0.6857218432107902,1.6399972894902553,-0.3058352401904888,-0.9095087097540524
3337,0.038439155460075,-1.208319992381559,-1.0349476362730896,0.5139031964168004,0.8544852862230023,-1.2749865208947837,0.662287945306907,-0.5800040090427492,2.2760344660238188
4307,0.060349718316128,0.9688537142081352,-0.9496746577968502,-0.1925827533327727,-1.5684039618675216,1.7261961091734717,-0.6692760554141032,1.1185054127667704,-1.505811994216712
6240,1.1273840726281394,0.7365498402714807,-1.512521560014572,-1.1678391382973772,0.8329021373613408,1.1201169525910994,0.9459588818774268,-1.732383580363212,-1.295640434358031
6830,1.371960442949309,0.8764417416543212,0.3003263476377305,0.1930807694833213,-0.2459918245316084,1.1711550751697546,1.6838668689459275,-0.8381020983489379,-0.6673842097584505
5839,1.6935082150689171,-0.8509776893377466,0.7910866703409839,-0.5473330878951744,-0.9876522269336646,1.350330013732484,1.711340705903892,-0.5130428755389551,-0.9890794986998684
5166,0.0993130197305589,-0.752317259778729,1.3191811579543782,0.6051857333781727,-0.9857557865239645,0.6235067578428127,1.1031694357863426,-0.4844799661086532,-1.1953602305205344
353,0.359010519949795,0.1661294314053291,-0.7957226425001652,-0.8314281176764148,-1.2295001921019202,0.4367621291829937,0.0641112932280672,-0.2801234530755238,-0.3436084304689912
4094,0.5160550926486323,1.6829948464645024,1.2675632494487186,1.5733389104065514,-0.6875917798682775,-0.6431897896783996,-0.8741232949428105,1.6319222095720478,0.0588333672646348
2954,0.9962835440779227,-1.4730347127108276,0.9074976063320042,-1.5874665034081408,0.815931282256478,-1.1571922633095606,1.5953037840419697,1.4579564437490735,-0.5503730546016423
1417,-1.3787790938961302,-0.103733530631711,0.3314042525707983,-1.3130993802455628,1.1607047177614245,-0.6933144311125871,-0.6315274490904274,-0.7079257785344213,0.4118773284679989
1870,-0.7620257646200539,1.5394048691822493,-1.473832775840245,-0.2927596261102484,-1.1342218517053335,-1.1355951765567969,-1.4327722047078535,-1.2698783733730838,0.9159772565513604
6841,0.2271853110124242,0.2515183211922878,-0.7721608805022445,-0.6404752299066518,-1.3638228873878957,-1.3549330397866723,0.2007956630522755,1.5746271493340136,0.5346739843280641
7282,-0.3952566543087041,-0.9012912344353432,1.0266536303219729,1.407124231738917,0.8622800198851082,0.5609412715184308,0.3628792417738617,1.566526431883972,-1.7533590472284868
5577,1.350323036080883,0.1816292349628916,0.7276042857330157,-0.8471983198928307,-1.3417169555864548,-1.5242026793202144,-0.510164942238864,-0.802931788777042,-1.1786985530045695
4522,-0.1619335193537547,-1.164266230589542,-1.742710355551908,1.2096595176428833,-0.6512019541348741,0.5740521098975843,-1.201467541793924,-1.2725603646810026,-0.3185462230796292
