feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
1.3055662997919164,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.6007114126918778,-0.188958461489237,1.117494445420718,-0.8920343886445627,-0.2345132274479803,1.5309264503771058,0.8065754620235293,-3.8085140380017535,1.933968553363352,-1.5055275834619395
-0.5763844150554902,-0.4877223437372968,-0.6167264184370332,-0.2725974927641821,-0.9216591766267686,-0.7103827940918747,-1.2543956145020752,0.7028896180656575,-0.9408447339282072,-1.0407830247718126,-0.2568577799646709,0.4410519277711811,0.2098312595516661,-0.2756642213568055
-0.5056835701743754,-0.4877223437372968,-0.0797801043548678,3.668383402626565,-0.5674907034690135,-1.2546016330377958,0.7121039404264174,-0.0156321066320543,-0.2345132274479803,-0.7794545792601442,0.0667958154230433,0.4228510930965773,1.5877393569637697,-0.35185044732792
-0.4830760489187718,-0.4877223437372968,-0.0797801043548678,3.668383402626565,-0.5674907034690135,-1.3400810318251128,1.117494445420718,0.0894881122522423,-0.2345132274479803,-0.7794545792601442,0.0667958154230433,0.4410519277711811,1.4629847072489404,-0.2756642213568055
-0.624194814587197,-0.4877223437372968,-0.9844179161237336,-0.2725974927641821,-0.9734887092840012,-0.5508212496888819,-0.5787447728449077,2.1611573402262927,-0.9408447339282072,-0.3340083653198003,0.1592682712481039,0.0870128002754178,0.0023740892393656,-0.5804091252412636
-0.6115575383972635,-0.4877223437372968,0.2470567824777546,-0.2725974927641821,-1.0166799864983616,0.0019455291357712,-0.838336938323714,0.4036473949750264,0.4718182790322464,-0.0608013541030561,0.1130320433355728,0.2911691506616402,-0.5204740494531213,-0.1232917694145767
-0.6011572487090107,-0.4877223437372968,-0.6167264184370332,-0.2725974927641821,-0.9216591766267686,-0.3072049631450265,-1.0161397913913897,1.013494836245211,-0.9408447339282072,-1.0407830247718126,-0.2568577799646709,0.358709597405954,-0.4349680535811595,-0.1450592625491808
-0.3510485774645973,0.3706689812403456,-1.04569983240485,-0.2725974927641821,0.7973536565047749,1.0390955677552247,0.5698616579722768,-0.7825591892636309,0.4718182790322464,-0.8566652563431371,-2.5224329476786616,0.3003792115813191,0.2995424683353634,0.8888966613445161
-0.6240099708459114,1.229060306217988,-1.4425731949873204,-0.2725974927641821,-1.0857860300413382,0.2925754850126517,-0.8596732806918351,2.550853008804507,-2.3535077468886607,-0.4349761738129449,0.5753943224608771,0.4410519277711811,-0.935388390077722,0.0399644290949543
-0.5826653299379497,0.5852668124847562,-0.8764450160093851,-0.2725974927641821,-0.8784678994124081,-0.4539445977299213,0.8827946793713864,1.5629231802804686,2.590812798472927,-0.7378795992923788,0.5753943224608771,0.2347027057374161,0.250481651031779,-0.7110140840488884
-0.4486649344696452,-0.4877223437372968,-0.7203220388170163,-0.2725974927641821,-0.4379168718259323,3.476683089840229,0.5129647449906208,-0.4013732526903356,2.590812798472927,-0.6012760936840066,-0.4880389195273231,0.2776829900292526,-1.1246229711058342,2.989459748833816
-0.6158655292655931,1.443658137462399,-1.1230317743786404,-0.2725974927641821,-1.0166799864983616,1.2827118542990787,-1.0552564190662783,0.4357340903582807,0.4718182790322464,-0.0608013541030561,-1.5052359336029923,0.4410519277711811,-1.0180909106751932,1.346014017171203
-0.6440221350810151,3.375038618662094,-1.1916091568836995,-0.2725974927641821,-1.336295437884628,1.1445201595929162,-1.698902747171264,1.807603004045441,-2.3535077468886607,-0.7319403164398408,-1.4589997056904611,0.4171496268129666,-0.6732634519128561,1.0521528598540475
-0.4435458945324095,0.3706689812403456,-1.04569983240485,-0.2725974927641821,0.1753992646179847,1.6887389985388372,-0.568076601660847,-0.4125860760379941,0.4718182790322464,-0.8566652563431371,-2.5224329476786616,0.3686871634022735,-1.3306784037808892,2.2820162219591813
0.2766015491950191,-0.4877223437372968,1.2319447227099871,-0.2725974927641821,0.4345469279041473,0.1672057001245859,0.9468037064757496,-0.7176849970378932,0.4718182790322464,-0.0311049398403665,-1.7364170731656443,-0.2920250640023322,-0.1868604917887461,-0.0253380503088578
-0.6417776039368329,3.375038618662094,-1.448409567966474,3.668383402626565,-1.327657182441756,2.334108459383085,-1.5566604647171236,1.0956387787162254,-2.3535077468886607,-1.2486579246106395,-2.245015580203479,0.4259211134031367,-1.3306784037808892,2.989459748833816
-0.5737324732162296,-0.4877223437372968,-0.0476800529695209,-0.2725974927641821,-1.2239981171272916,-0.0564653933688949,-2.218087078128877,0.7964466128726819,-0.2345132274479803,-0.6131546593890824,0.3442131828982249,0.2247251397410973,-0.7167173186674595,0.0943831619314647
-0.6341990105441235,3.5896364499065045,-1.233922860982566,-0.2725974927641821,-1.1972195252543876,2.2343824941312143,-1.2579516715634285,0.7116996935531038,-0.2345132274479803,-1.0942365704446535,-1.7364170731656443,0.3958787718318021,-1.2395654573599464,2.826203550324285
1.0659182753757677,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.85985907597804,0.1615070735387641,0.6907675980582966,-0.58968861623449,-0.2345132274479803,1.5309264503771058,0.8065754620235293,0.1961081647406654,-0.6816738777363276,0.268523107008298
3.09340137175495,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.19471340687689,-0.6163554554258244,0.3280497778002381,-1.099171277093715,-0.2345132274479803,1.5309264503771058,0.8065754620235293,-0.2029944751120998,2.4273802016736883,-1.7667375010771893
-0.6370169345184161,2.7312451249288623,-1.1945273433732766,-0.2725974927641821,-1.0944242854842103,0.4421644328904567,-1.663342176557729,0.8534117600585529,-0.9408447339282072,-0.927936650573592,-0.0719128683145482,0.4271271928092853,-1.1680768378604374,0.8997804079118182
3.096532398393052,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.6007114126918778,-0.0479174534901628,0.9965885053346984,-0.7499719214094989,-0.2345132274479803,1.5309264503771058,0.8065754620235293,0.3491706057391434,0.5308291784808339,-1.081061467337159
1.92218993143566,-0.4877223437372968,1.0159989224812906,-0.2725974927641821,1.2551811949769944,-1.4355330271376174,1.0499293612550011,-1.136363811679921,-0.2345132274479803,1.5309264503771058,0.8065754620235293,0.4410519277711811,2.545126163202291,-1.6687837819714708
-0.6425320681869783,1.014462474973577,-1.4031776773780311,-0.2725974927641821,-0.9734887092840012,1.3624926265005752,-0.685426484685513,1.6727487803910144,-2.3535077468886607,-0.7378795992923788,-1.3665272498654006,0.4173689139777206,-1.0040735343027405,1.106571592690558
-0.6256018904137179,0.0487722343737296,-0.7392902509992666,-0.2725974927641821,-1.2585511388987798,-0.5793143826179871,-1.6775664048031431,1.4024897033641963,-0.2345132274479803,-0.3755833452875657,0.2055044991606333,0.4334865205871589,-0.6382200109817242,-0.0579892900107641
-0.5820617585378335,-0.4877223437372968,-0.2110984963858322,-0.2725974927641821,0.2617818190467056,-0.8229306691618424,-0.5182918028018978,-0.6580167585092831,1.1781497855124732,-0.1023763340708215,0.3442131828982249,0.4410519277711811,-0.0901405948188223,-0.0797567831453682
2.4712324278726387,-0.4877223437372968,1.0159989224812906,3.668383402626565,0.9787570208050886,-0.5835883525573531,0.7476645110399526,-1.2847835492951305,-0.2345132274479803,1.5309264503771058,0.8065754620235293,-0.0964209130415265,-0.5288844752765928,2.989459748833816
-0.4957849992124691,-0.4877223437372968,-0.1804575382452738,-0.2725974927641821,-0.0923866541110489,0.1387125671954794,-0.048892270703234,-0.0819579590233367,-0.2345132274479803,-0.6190939422416204,-0.0256766404020188,0.4225221623494456,-0.3214273049642925,0.0617319222295588
